NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
02003,"SPICES,BASIL,DRIED",10.35,233,22.98,4.07,14.85,47.75,37.7,1.71,2240,89.8,711,274,2630,76,7.1,2.1,9.8,3,0.8,0.08,1.2,4.9,0.838,1.34,310,0,310,310,54.9,0,744,37,0,113,378,24,393,1150,10.7,0,0,1714.5,2.157,1.238,0.498,0
02004,"SPICES,BAY LEAF",5.44,313,7.61,8.36,3.62,74.97,26.3,,834,43,120,113,529,23,3.7,0.416,8.167,2.8,46.5,0.009,0.421,2.005,,1.74,180,0,180,180,,0,6185,309,0,,,,,,,0,0,,2.28,1.64,2.29,0
02005,CARAWAY SEED,9.87,333,19.77,14.59,5.87,49.9,38,0.64,689,16.23,258,568,1351,17,5.5,0.91,1.3,12.1,21,0.383,0.379,3.606,,0.36,10,0,10,10,24.7,0,363,18,0,8,206,16,20,454,2.5,0,0,0,0.62,7.125,3.272,0
02006,"SPICES,CARDAMOM",8.28,311,10.76,6.7,5.78,68.47,28,,383,13.97,229,178,1119,18,7.47,0.383,28,,21,0.198,0.182,1.102,,0.23,,,,,,0,0,0,0,,,,,,,0,0,,0.68,0.87,0.43,0
02007,CELERY SEED,6.04,392,18.07,25.27,9.27,41.35,11.8,0.67,1767,44.9,440,547,1400,160,6.93,1.37,7.567,12.1,17.1,0.34,0.29,3.06,,0.89,10,0,10,10,24.7,0,52,3,0,0,31,0,0,0,1.07,0,0,0,2.19,15.93,3.72,0
02008,"CHERVIL,DRIED",7.2,237,23.2,3.9,16.6,49.1,11.3,,1346,31.95,130,450,4740,83,8.8,0.44,2.1,29.3,50,0.38,0.68,5.4,,0.93,274,0,274,274,,0,5850,293,0,,,,,,,0,0,,0.169,1.399,1.8,0
02009,CHILI POWDER,10.75,282,13.46,14.28,11.81,49.7,34.8,7.19,330,17.3,149,300,1950,2867,4.3,1,1.7,20.4,0.7,0.25,0.94,11.6,0.888,2.094,28,0,28,28,66.5,0,29650,1483,0,2090,15000,3490,21,310,38.14,0,0,105.7,2.462,3.211,8.006,0
02010,"CINNAMON,GROUND",10.58,247,3.99,1.24,3.6,80.59,53.1,2.17,1002,8.32,60,64,431,10,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.358,0.158,6,0,6,6,11,0,295,15,0,1,112,129,15,222,2.32,0,0,31.2,0.345,0.246,0.068,0
02011,"CLOVES,GROUND",9.87,274,5.97,13,5.63,65.53,33.9,2.38,632,11.83,259,104,1020,277,2.32,0.368,60.127,7.2,0.2,0.158,0.22,1.56,0.509,0.391,25,0,25,25,37.4,0,160,8,0,0,45,103,0,0,8.82,0,0,141.8,3.952,1.393,3.606,0
02012,"CORIANDER LEAF,DRIED",7.3,279,21.93,4.78,14.08,52.1,10.4,7.27,1246,42.46,694,481,4466,211,4.72,1.786,6.355,29.3,566.7,1.252,1.5,10.707,,0.61,274,0,274,274,97.1,0,5850,293,0,31,3407,175,0,2428,1.03,0,0,1359.5,0.115,2.232,0.328,0
02013,CORIANDER SEED,8.86,298,12.37,17.77,6.02,54.99,41.9,,709,16.32,330,409,1267,35,4.7,0.975,1.9,26.2,21,0.239,0.29,2.13,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,,0.99,13.58,1.75,0
02014,CUMIN SEED,8.06,375,17.81,22.27,7.62,44.24,10.5,2.25,931,66.36,366,499,1788,168,4.8,0.867,3.333,5.2,7.7,0.628,0.327,4.579,,0.435,10,0,10,10,24.7,0,1270,64,0,0,762,0,0,448,3.33,0,0,5.4,1.535,14.04,3.279,0
02015,CURRY POWDER,8.8,325,14.29,14.01,7.07,55.83,53.2,2.76,525,19.1,255,367,1170,52,4.7,1.2,8.3,40.3,0.7,0.176,0.2,3.26,1.07,0.105,56,0,56,56,64.2,0,19,1,0,0,11,0,0,0,25.24,0,0,99.8,1.648,8.782,3.056,0
02016,DILL SEED,7.7,305,15.98,14.54,6.62,55.17,21.1,,1516,16.33,256,277,1186,20,5.2,0.78,1.833,12.1,21,0.418,0.284,2.807,,0.25,10,0,10,10,,0,53,3,0,,,,,,,0,0,,0.73,9.41,1.01,0
02017,"DILL WEED,DRIED",7.3,253,19.96,4.36,12.56,55.82,13.6,,1784,48.78,451,543,3308,208,3.3,0.49,3.95,,50,0.418,0.284,2.807,,1.71,,,,,,0,5850,293,0,,,,,,,0,0,,0.234,,,0
02018,FENNEL SEED,8.81,345,15.8,14.87,8.22,52.29,39.8,,1196,18.54,385,487,1694,88,3.7,1.067,6.533,,21,0.408,0.353,6.05,,0.47,,,,,,0,135,7,0,,,,,,,0,0,,0.48,9.91,1.69,0
02019,FENUGREEK SEED,8.84,323,23,6.41,3.4,58.35,24.6,,176,33.53,191,296,770,67,2.5,1.11,1.228,6.3,3,0.322,0.366,1.64,,0.6,57,0,57,57,,0,60,3,0,,,,,,,0,0,,1.46,,,0
02020,GARLIC POWDER,6.45,331,16.55,0.73,3.54,72.73,9,2.43,79,5.65,77,414,1193,60,2.99,0.533,0.979,23.9,1.2,0.435,0.141,0.796,0.743,1.654,47,0,47,47,67.5,0,0,0,0,0,0,0,0,0,0.67,0,0,0.4,0.249,0.115,0.178,0
02021,"GINGER,GROUND",9.94,335,8.98,4.24,5.22,71.62,14.1,3.39,114,19.8,214,168,1320,27,3.64,0.48,33.3,55.8,0.7,0.046,0.17,9.62,0.477,0.626,13,0,13,13,41.2,0,30,2,0,0,18,0,0,0,0,0,0,0.8,2.599,0.479,0.929,0
02022,"MACE,GROUND",8.17,475,6.71,32.38,2.23,50.5,20.2,,252,13.9,163,110,463,80,2.3,2.467,1.5,2.7,21,0.312,0.448,1.35,,0.16,76,0,76,76,,0,800,40,0,,,,,,,0,0,,9.51,11.17,4.39,0
02023,"MARJORAM,DRIED",7.64,271,12.66,7.04,12.1,60.56,40.3,4.09,1990,82.71,346,306,1522,77,3.6,1.133,5.433,4.5,51.4,0.289,0.316,4.12,,1.19,274,0,274,274,43.6,0,8068,403,0,0,4806,70,0,1895,1.69,0,0,621.7,0.529,0.94,4.405,0
02024,"SPICES,MUSTARD SD,GROUND",5.27,508,26.08,36.24,4.33,28.09,12.2,6.79,266,9.21,370,828,738,13,6.08,0.645,2.448,208.1,7.1,0.805,0.261,4.733,0.81,0.397,162,0,162,162,122.7,0,31,2,0,0,18,0,0,568,5.07,0,0,5.4,1.989,22.518,10.088,0
02025,"NUTMEG,GROUND",6.23,525,5.84,36.31,2.34,49.29,20.8,2.99,184,3.04,183,213,350,16,2.15,1.027,2.9,1.6,3,0.346,0.057,1.299,,0.16,76,0,76,76,8.8,0,102,5,0,0,28,66,0,0,0,0,0,0,25.94,3.22,0.35,0
02026,ONION POWDER,5.39,341,10.41,1.04,4.04,79.12,15.2,6.63,384,3.9,113,322,985,73,4.05,0.59,1.3,14.3,23.4,0.457,0.08,0.321,0.732,0.718,64,0,64,64,39,0,0,0,0,0,0,0,0,0,0.27,0,0,4.1,0.219,0.202,0.31,0
02027,"SPICES,OREGANO,DRIED",9.93,265,9,4.28,7.87,68.92,42.5,4.09,1597,36.8,270,148,1260,25,2.69,0.633,4.99,4.5,2.3,0.177,0.528,4.64,0.921,1.044,237,0,237,237,32.3,0,1701,85,0,20,1007,7,0,1895,18.26,0,0,621.7,1.551,0.716,1.369,0
02028,PAPRIKA,11.24,282,14.14,12.89,7.74,53.99,34.9,10.34,229,21.14,178,314,2280,68,4.33,0.713,1.59,6.3,0.9,0.33,1.23,10.06,2.51,2.141,49,0,49,49,51.5,0,49254,2463,0,595,26162,6186,0,18944,29.1,0,0,80.3,2.14,1.695,7.766,0
02029,"PARSLEY,DRIED",5.89,292,26.63,5.48,11.36,50.64,26.7,7.27,1140,22.04,400,436,2683,452,5.44,0.78,9.81,14.1,125,0.196,2.383,9.943,1.062,0.9,180,0,180,180,97.1,0,1939,97,0,17,1152,4,0,2428,8.96,0,0,1359.5,1.378,0.761,3.124,0
02030,"PEPPER,BLACK",12.46,251,10.39,3.26,4.49,63.95,25.3,0.64,443,9.71,171,158,1329,20,1.19,1.33,12.753,4.9,0,0.108,0.18,1.143,1.399,0.291,17,0,17,17,11.3,0,547,27,0,12,310,25,20,454,1.04,0,0,163.7,1.392,0.739,0.998,0
02031,"PEPPER,RED OR CAYENNE",8.05,318,12.01,17.27,6.04,56.63,27.2,10.34,148,7.8,152,293,2014,30,2.48,0.373,2,8.8,76.4,0.328,0.919,8.701,,2.45,106,0,106,106,51.5,0,41610,2081,0,0,21840,6252,0,13157,29.83,0,0,80.3,3.26,2.75,8.37,0
02032,"PEPPER,WHITE",11.42,296,10.4,2.12,1.59,68.61,26.2,,265,14.31,90,176,73,5,1.13,0.91,4.3,3.1,21,0.022,0.126,0.212,,0.1,10,0,10,10,,0,0,0,0,,,,,,,0,0,,0.626,0.789,0.616,0
02033,POPPY SEED,5.95,525,17.99,41.56,6.37,28.13,19.5,2.99,1438,9.76,347,870,719,26,7.9,1.627,6.707,13.5,1,0.854,0.1,0.896,0.324,0.247,82,0,82,82,8.8,0,0,0,0,0,0,0,0,0,1.77,0,0,0,4.517,5.982,28.569,0
02034,POULTRY SEASONING,9.31,307,9.59,7.53,5.92,65.59,11.3,1.8,996,35.3,224,171,684,27,3.14,0.843,6.857,7.2,12,0.264,0.191,2.97,,1.32,138,0,138,138,30.3,0,2632,132,0,0,1568,23,7,1107,1.32,0,0,805.4,3.29,1.206,1.936,0
02035,PUMPKIN PIE SPICE,8.46,342,5.76,12.6,3.9,69.28,14.8,7.76,682,19.71,136,118,663,52,2.37,0.484,15.844,9.3,23.4,0.131,0.137,2.243,,0.4,24,0,24,24,20.8,0,261,13,0,1,99,114,7,100,1.93,0,0,28.4,6.53,1.102,0.78,0
02036,"ROSEMARY,DRIED",9.31,331,4.88,15.22,6.53,64.06,42.6,,1280,29.25,220,70,955,50,3.23,0.55,1.867,4.6,61.2,0.514,0.428,1,,1.74,307,0,307,307,,0,3128,156,0,,,,,,,0,0,,7.371,3.014,2.339,0
02037,SAFFRON,11.9,310,11.43,5.85,5.45,65.37,3.9,,111,11.1,264,252,1724,148,1.09,0.328,28.408,5.6,80.8,0.115,0.267,1.46,,1.01,93,0,93,93,,0,530,27,0,,,,,,,0,0,,1.586,0.429,2.067,0
02038,"SAGE,GROUND",7.96,315,10.63,12.75,7.95,60.73,40.3,1.71,1652,28.12,428,91,1070,11,4.7,0.757,3.133,3.7,32.4,0.754,0.336,5.72,,2.69,274,0,274,274,43.6,0,5900,295,0,0,3485,109,0,1895,7.48,0,0,1714.5,7.03,1.87,1.76,0
02039,"SAVORY,GROUND",9,272,6.73,5.91,9.63,68.73,45.7,,2132,37.88,377,140,1051,24,4.3,0.847,6.1,4.6,50,0.366,,4.08,,1.81,,,,,,0,5130,257,0,,,,,,,0,0,,3.26,,,0
02041,"SPICES,TARRAGON,DRIED",7.74,295,22.77,7.24,12.03,50.22,7.4,,1139,32.3,347,313,3020,62,3.9,0.677,7.967,4.4,50,0.251,1.339,8.95,,2.41,274,0,274,274,,0,4200,210,0,,,,,,,0,0,,1.881,0.474,3.698,0
02042,"SPICES,THYME,DRIED",7.79,276,9.11,7.43,11.74,63.94,37,1.71,1890,123.6,220,201,814,55,6.18,0.86,7.867,4.6,50,0.513,0.399,4.94,,0.55,274,0,274,274,43.6,0,3800,190,0,0,2264,33,0,1895,7.48,0,0,1714.5,2.73,0.47,1.19,0
02043,"TURMERIC,GROUND",12.85,312,9.68,3.25,7.08,67.14,22.7,3.21,168,55,208,299,2080,27,4.5,1.3,19.8,6.2,0.7,0.058,0.15,1.35,0.542,0.107,20,0,20,20,49.2,0,0,0,0,0,0,0,0,0,4.43,0,0,13.4,1.838,0.449,0.756,0
02044,"BASIL,FRESH",92.06,23,3.15,0.64,1.49,2.65,1.6,0.3,177,3.17,64,56,295,4,0.81,0.385,1.148,0.3,18,0.034,0.076,0.902,0.209,0.155,68,0,68,68,11.4,0,5275,264,0,0,3142,46,0,5650,0.8,0,0,414.8,0.041,0.088,0.389,0
02045,"DILL WEED,FRSH",85.95,43,3.46,1.12,2.45,7.02,2.1,,208,6.59,55,66,738,61,0.91,0.146,1.264,,85,0.058,0.296,1.57,0.397,0.185,150,0,150,150,,0,7718,386,0,,,,,,,0,0,,0.06,0.802,0.095,0
02046,"MUSTARD,PREPARED,YELLOW",83.72,60,3.74,3.34,3.37,5.83,4,0.92,63,1.61,48,108,152,1104,0.64,0.074,0.422,33.5,0.3,0.177,0.07,0.565,0.254,0.07,7,0,7,7,22.4,0,109,5,0,1,51,27,0,113,0.36,0,0,1.4,0.214,2.182,0.774,0
02047,"SALT,TABLE",0.2,0,0,0,99.8,0,0,0,24,0.33,1,0,8,38758,0.1,0.03,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02048,"VINEGAR,CIDER",93.81,21,0,0,0.17,0.93,0,0.4,7,0.2,5,8,73,5,0.04,0.008,0.249,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02049,"THYME,FRSH",65.11,101,5.56,1.68,3.2,24.45,14,,405,17.45,160,106,609,9,1.81,0.555,1.719,,160.1,0.048,0.471,1.824,0.409,0.348,45,0,45,45,,0,4751,238,0,,2851,,,,,0,0,,0.467,0.081,0.532,0
02050,VANILLA EXTRACT,52.58,288,0.06,0.06,0.26,12.65,0,12.65,11,0.12,12,6,148,9,0.11,0.072,0.23,0,0,0.011,0.095,0.425,0.035,0.026,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.004,0
02051,"VANILLA EXTRACT,IMITN,ALCOHOL",64.46,237,0.05,0,0.22,2.41,0,,0,0.13,5,22,98,4,0.06,0.023,0.482,,0,0.008,0.071,0.318,0.026,0.019,0,0,0,0,,0,0,0,0,,,,,,,0,0,,,,,0
02052,"VANILLA EXTRACT,IMITN,NO ALCOHOL",85.58,56,0.03,0,0.01,14.4,0,14.4,3,0.05,1,0,0,3,0.01,0.003,0.001,0,0,0.003,0.029,0.129,0.011,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02053,"VINEGAR,DISTILLED",94.78,18,0,0,0.02,0.04,0,0.04,6,0.03,1,4,2,2,0.01,0.006,0.055,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02054,"CAPERS,CANNED",83.85,23,2.36,0.86,8.04,4.89,3.2,0.41,40,1.67,33,10,40,2348,0.32,0.374,0.078,1.2,4.3,0.018,0.139,0.652,0.027,0.023,23,0,23,23,6.5,0,138,7,0,0,83,0,0,0,0.88,0,0,24.6,0.233,0.063,0.304,0
02055,"HORSERADISH,PREPARED",85.08,48,1.18,0.69,1.76,11.29,3.3,7.99,56,0.42,27,31,246,420,0.83,0.058,0.126,2.8,24.9,0.008,0.024,0.386,0.093,0.073,57,0,57,57,6.5,0,2,0,0,0,1,0,0,10,0.01,0,0,1.3,0.09,0.13,0.339,0
02063,"ROSEMARY,FRESH",67.77,131,3.31,5.86,2.35,20.7,14.1,,317,6.65,91,66,668,26,0.93,0.301,0.96,,21.8,0.036,0.152,0.912,0.804,0.336,109,0,109,109,,0,2924,146,0,,,,,,,0,0,,2.838,1.16,0.901,0
02064,"PEPPERMINT,FRESH",78.65,70,3.75,0.94,1.76,14.89,8,,243,5.08,80,73,569,31,1.11,0.329,1.176,,31.8,0.082,0.266,1.706,0.338,0.129,114,0,114,114,,0,4248,212,0,,,,,,,0,0,,0.246,0.033,0.508,0
02065,"SPEARMINT,FRESH",85.55,44,3.29,0.73,2.03,8.41,6.8,,199,11.87,63,60,458,30,1.09,0.24,1.118,,13.3,0.078,0.175,0.948,0.25,0.158,105,0,105,105,,0,4054,203,0,,,,,,,0,0,,0.191,0.025,0.394,0
02066,"SPEARMINT,DRIED",11.3,285,19.93,6.03,10.7,52.04,29.8,,1488,87.47,602,276,1924,344,2.41,1.542,11.482,,0,0.288,1.421,6.561,1.399,2.579,530,0,530,530,,0,10579,529,0,,,,,,,0,0,,1.577,0.21,3.257,0
02068,"VINEGAR,RED WINE",94.47,19,0.04,0,0.17,0.27,0,0,6,0.45,4,8,39,8,0.03,0.01,0.046,,0.5,,,,,,,,,,,,0,0,,,,,,,,,,,0,,,
02069,"VINEGAR,BALSAMIC",76.45,88,0.49,0,0.37,17.03,,14.95,27,0.72,12,19,112,23,0.08,0.026,0.131,,0,,,,,,,,,,,,0,0,,,,,,,,,,,0,,,
02073,"PACE,DRY TACO SEAS MIX",5.7,188,0,0,38.01,56.29,18.8,18.76,,6.75,,,,8068,,,,,45,,,,,,,,,,,,9381,,,,,,,,,,,,0,,,0
02074,"SEASONING MIX,DRY,SAZON,CORIANDER & ANNATTO",0.2,0,0,0,99.8,0,0,0,0,0,,,,17000,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0
02075,"SEASONING MIX,DRY,TACO,ORIGINAL",5.7,322,4.5,0,31.8,58,13.3,10.83,0,7.2,,,1000,7203,,,,,0,,,,,,0,,0,,,,3744,,,,,,,,,,,,0,,,0
02076,"SEASONING MIX,DRY,CHILI,ORIGINAL",10.75,335,10.82,7.3,14.56,56.56,10.8,8.67,0,3.9,,,,4616,,,,,5.9,,,,,,,,,,,,2816,,,,,,,,,,,,0,,5.556,0
03000,CLIF Z BAR,7.74,409,5.55,9.72,2.26,74.72,8.3,30.56,444,2.7,82,244,333,375,1.15,0.187,1.748,14.8,39.1,0.411,0.1,0.478,0.588,0.073,20,16,4,31,22.5,0,7,0,0,0,4,0,0,61,0.98,0,0,8.7,2.721,2.447,3.319,0
03001,"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",12.89,347,0,0.02,0.29,86.68,0,57.4,12,0.24,7,9,54,89,0.03,0.037,0.062,1.9,8,0.015,0.01,0.057,0.052,0.014,1,0,1,1,9.1,0,2,0,0,0,1,0,0,2,0.01,0,0,0,0,0,0,0
03002,"BABYFOOD,MEAT,BF,STR",82.44,81,12.03,2.52,0.57,2.43,0,0,5,0.98,11,93,187,41,2.22,0.148,0.037,2.9,2.1,0.013,0.135,2.495,0.083,0.039,8,0,8,8,37.6,1.26,0,0,0,0,0,0,0,0,0.37,0.4,15,0.6,1.18,0.95,0.16,51
03003,"BABYFOOD,MEAT,BF,JR",82.44,81,12.03,2.52,0.57,2.43,0,0,5,0.98,11,93,187,41,2.22,0.148,0.037,2.9,2.1,0.013,0.135,2.495,0.083,0.039,8,0,8,8,37.6,1.26,0,0,0,0,0,0,0,0,0.37,0.4,15,0.6,1.18,0.95,0.16,51
03005,"BABYFOOD,MEAT,VEAL,STR",82.37,81,13.12,2.45,0.54,1.51,0,0,6,0.76,11,98,170,39,2.5,0.148,0.037,3.5,0,0.023,0.116,2.85,0.155,0.049,5,0,5,5,49.5,1.65,0,0,0,0,0,0,0,0,0.28,0.7,26,0,1.063,1.054,0.157,33
03007,"BABYFOOD,MEAT,PORK,STR",78.4,124,14,7.1,1.1,0,0,0,5,1,10,94,223,42,2.27,0.072,,12.9,1.8,0.146,0.203,2.269,0.272,0.205,2,0,2,2,,0.99,38,11,11,0,0,0,0,0,0.4,,,,2.4,3.58,0.78,48
03008,"BABYFOOD,MEAT,HAM,STR",80.5,97,11.3,3.8,0.7,3.7,0,0,6,1.03,13,81,204,44,2.25,0.065,,14.2,2.1,0.139,0.154,2.633,0.51,0.252,2,0,2,2,45.2,0.1,5,2,2,0,0,0,0,0,0.13,0.4,18,0,1.267,1.803,0.51,24
03009,"BABYFOOD,MEAT,HAM,JUNIOR",80.5,97,11.3,3.8,0.7,3.7,0,0,5,1.01,11,89,210,44,1.7,0.068,,15,2.1,0.142,0.194,2.84,0.531,0.2,2,0,2,2,45.2,0.1,0,0,0,0,0,0,0,0,0.4,0.4,18,0,1.271,1.804,0.516,29
03010,"BABYFOOD,MEAT,LAMB,STR",81.06,87,14.07,3.41,0.6,0.85,0,0,7,1.19,13,104,193,43,2.43,0.148,0.037,2.2,1.2,0.02,0.174,2.908,0.112,0.037,0,0,0,0,54.7,1.9,0,0,0,0,0,0,0,0,0.19,0.1,4,0.6,1.65,1.27,0.31,36
03011,"BABYFOOD,MEAT,LAMB,JUNIOR",79.6,112,15.2,5.2,0.9,0,0,0,7,1.66,10,91,211,42,2.6,0.057,,7,1.7,0.019,0.191,3.193,0.424,0.183,2,0,2,2,54.7,2.27,27,8,8,,0,,,,0.4,0.1,4,,2.56,2.06,0.22,38
03012,"BABYFOOD,MEAT,CHICK,STR",77.5,130,13.7,7.9,0.49,0.1,0,0,64,1.4,13,97,141,49,1.21,0.045,,11,1.7,0.014,0.152,3.255,0.68,0.2,3,0,3,3,43.2,0.4,21,6,6,0,0,0,0,0,0.25,0.3,11,1,2.03,3.56,1.92,61
03013,"BABYFOOD,MEAT,CHICK,JR",76,146,14,9.6,0.49,0,0,0,55,0.99,11,90,122,49,1.01,0.045,,10.3,1.5,0.014,0.163,3.42,0.726,0.188,11,0,11,11,43.2,0.4,40,11,11,0,0,0,0,0,0.4,0,2,1.7,2.47,4.33,2.33,59
03014,"BABYFOOD,MEAT,CHICK STKS,JR",68.3,188,14.6,14.4,1.2,1.5,0.2,1.4,73,1.56,14,121,106,267,1.01,0.045,,10.3,1.7,0.017,0.197,2.005,0.726,0.103,11,0,11,11,43.2,0.4,11,3,3,0,0,0,0,0,0.37,0.1,4,0.4,4.094,6.267,2.986,78
03015,"BABYFOOD,MEAT,TURKEY,STR",80.32,111,11.5,6.2,0.58,1.4,0,0,41,0.7,12,117,135,49,1.77,0.148,0.037,12,2.2,0.008,0.163,2.61,0.41,0.029,8,0,8,8,39.8,1.11,0,0,0,0,0,0,0,0,0.08,0.8,34,0,1.641,2.384,1.741,58
03016,"BABYFOOD,MEAT,TURKEY,JR",80.32,111,11.5,6.2,0.58,1.4,0,0,41,0.7,12,117,135,49,1.77,0.148,0.037,12,0,0.008,0.163,2.61,0.41,0.029,8,0,8,8,39.8,1.11,0,0,0,0,0,0,0,0,0.08,0.8,34,0,1.641,2.384,1.741,58
03017,"Babyfood, meat, turkey sticks, junior",69.8,188,13.7,14.2,0.9,1.4,0.2,1.4,83,0.92,10,120,120,295,2.4,0.148,0.037,13.5,1.5,0.008,0.181,1.94,0.381,0.023,11,0,11,11,53.3,1.3,19,6,6,0,0,0,0,0,0.12,0.4,15,0,4.143,4.671,3.615,65
03019,"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",19.09,330,0.82,2.24,1.24,76.61,2,68.65,18,1.05,9,23,312,14,0.14,0.242,0.7,1.4,179.9,0.041,0.046,0.334,0.142,0.201,1,0,1,1,14.5,0,233,12,0,0,102,76,0,81,0.96,0,0,2.5,0.364,0.092,0.664,0
03021,"BABYFOOD,MEAT,MEAT STKS,JR",69.5,184,13.4,14.6,1.4,1.1,0.2,0.8,34,1.38,11,103,114,267,1.9,0.068,,13.3,2.4,0.059,0.172,1.481,0.481,0.08,11,0,11,11,56.8,0.29,69,21,21,0,0,0,0,0,0.28,0.2,9,0.5,5.82,6.48,1.59,70
03022,"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",83.83,64,1.1,0,0.26,14.82,1.2,9.09,6,0.15,5,17,106,20,0.22,0.033,0.039,0.8,2732,0.02,0.036,0.255,0.086,0.057,2,0,2,2,3.5,0,417,21,0,78,206,11,0,17,0.07,0,0,1,0,0,0,2
03023,"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",3.62,389,6.19,2.3,2.11,85.79,3.8,17.84,535,24.74,60,448,196,13,17.46,0.213,1.646,6.2,1.3,1.563,2.267,28.767,0.635,1.8,16,6,10,20,11.5,0,13,1,0,0,6,4,0,45,10.33,0,0,1.3,0.143,0.306,0.527,0
03024,"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03025,"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",86.34,53,0.47,0,0.32,12.88,2,10.18,9,0.17,6,11,123,2,0.06,0.061,0.089,0.3,23.3,0.018,0.018,0.25,0.093,0.059,14,0,14,14,4.5,0,294,15,0,2,170,10,1,30,0.41,0,0,5.9,0,0,0,0
03026,"BABYFOOD,TROPICAL FRUIT MEDLEY",87.14,51,0.31,0.14,0.19,12.22,1.3,9.78,0,0,5,11,141,0,0.05,0.035,0.039,0,15.9,0.019,0.027,0.138,0.076,0.039,2,0,2,2,3.6,0,88,4,0,0,46,14,0,20,0.1,0,0,0.8,0,0,0,0
03041,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",88.9,48,2,0.9,0.5,7.7,,0,14,0.39,6,28,46,49,0.4,0.029,,2.1,0.8,0.049,0.04,0.574,0.208,0.047,7,0,7,7,,0.09,416,21,0,,,,,,0.24,,,,,,,
03042,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",88.6,48,2.1,0.8,0.6,8,,0,14,0.47,7,29,47,52,0.33,0.03,,2.1,0.8,0.039,0.036,0.49,0.214,0.048,7,0,7,7,,0.09,660,33,0,,,,,,,,,,,,,
03043,"BABYFOOD,DINNER,BF LASAGNA,TODD",82.3,77,4.2,2.1,1.4,10,,0,18,0.87,11,40,122,41,0.7,0.097,,8.4,1.9,0.072,0.089,1.353,,0.071,6,0,6,6,,0.51,1163,58,0,,,,,,,,,,,,,
03044,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",86.34,61,2.36,1.47,0.37,9.45,1.2,2.09,17,0.46,12,39,112,38,0.54,0.05,0.13,8.4,0.3,0.038,0.043,0.715,0.14,0.056,9,4,5,12,10.4,0.15,878,44,0,213,420,0,42,0,2.62,0,2,29.3,0.486,0.594,0.193,7
03045,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",86.7,59,2.5,1.1,0.3,9.4,1.1,2.43,14,0.36,7,44,72,35,0.36,0.039,,8.4,1.5,0.048,0.055,0.751,,0.047,9,3,7,11,10.4,0.24,691,35,0,154,338,0,250,12,0.81,0,1,6.7,0.411,0.447,0.079,4
03046,"BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",76.5,99,3.6,2.2,1.4,16.3,0.1,0.59,54,0.8,7,56,32,282,0.35,0.04,,13.4,0.1,0.12,0.14,1.65,,0.09,36,0,36,36,8,0.05,494,51,32,2,230,3,1632,69,0.42,0,1,9.4,0.96,0.57,0.48,7
